id,ra,dec,z,r,expRad_r,expAB_r,deVRad_r,deVAB_r
5.87724E+17,15.35293582,14.58627677,0.379893,18.844465,1.312463,0.529507,2.458409,0.516914
5.87724E+17,10.97556138,15.24450122,0.249088,17.535709,1.784393,0.829183,3.210188,0.85498
5.87724E+17,12.60069379,16.11532224,0.244561,17.564425,2.593205,0.974456,5.423117,0.981093
5.87727E+17,8.14929271,-11.06858624,0.371681,19.00757,1.606011,0.531106,2.891153,0.486801
5.87727E+17,5.53129906,-10.69956832,0.155226,17.519867,2.484668,0.722543,5.116648,0.711868
5.87727E+17,10.73710762,-10.66653957,0.134454,17.59277,4.084507,0.883376,12.321599,0.864042
5.87727E+17,12.9866974,-10.68256652,0.313833,18.294153,2.205972,0.746958,4.465204,0.756022
5.87727E+17,5.85950708,-10.25426633,0.240449,17.775692,1.559255,0.775627,2.956942,0.756293
5.87727E+17,7.35215924,-10.23465806,0.104817,17.613628,4.691461,0.180282,10.309565,0.139632
5.87727E+17,11.78659359,-10.16917635,0.189945,17.535776,1.284365,0.920227,2.481477,0.872606
5.87727E+17,13.71961576,-10.28448849,0.077276,17.69866,3.866812,0.388328,9.869535,0.340357
5.87727E+17,9.21645996,-9.8762436,0.348881,18.380695,1.462832,0.665936,2.349411,0.681321
5.87727E+17,9.58942516,-9.84266293,0.352549,18.11278,1.505118,0.844943,2.730349,0.820902
5.87727E+17,11.34892147,-9.93149947,0.422073,18.997084,1.218101,0.874149,2.232386,0.915213
5.87727E+17,5.62497283,-9.55264382,0.163514,17.576868,3.220502,0.526347,7.942978,0.46593
5.87727E+17,7.00483919,-9.55613997,0.286859,17.607368,1.57307,0.926114,3.391361,0.874446
5.87727E+17,8.50499656,-9.52705684,0.335203,17.763905,1.818544,0.712398,3.305397,0.722446
5.87727E+17,8.7708948,-9.47931931,0.529263,19.062082,2.304732,0.63363,4.245056,0.645957
5.87727E+17,10.177033,-9.42544625,0.037212,17.470295,5.228784,0.725437,17.21027,0.649874
5.87727E+17,10.52095465,-9.53443917,0.052889,15.174908,9.086637,0.680421,28.214449,0.674092
5.87727E+17,12.7776111,-9.48336159,0.179362,17.820902,2.550684,0.298682,4.176435,0.263423
5.87727E+17,15.15112287,-9.37392422,0.05998,16.86833,6.03286,0.516207,17.215403,0.458936
5.87727E+17,15.97254406,-9.3711929,0.233814,17.476826,1.226034,0.825392,2.138809,0.788
5.87727E+17,5.3420943,-9.10011974,0.104769,17.260183,5.161973,0.17879,11.569829,0.135305
5.87727E+17,14.75020265,-8.98875861,0.199651,17.541119,1.766567,0.709726,2.983413,0.727446
5.87727E+17,5.4001044,-10.84356756,0.331336,18.031071,2.237875,0.574895,4.705693,0.550659
5.87727E+17,13.92854095,-10.91341847,0.413142,18.237541,1.647809,0.669961,3.864292,0.618177
5.87727E+17,6.96586993,-10.57928536,0.389242,18.71241,0.820023,0.909946,1.41803,0.885544
5.87727E+17,7.11957057,-10.48758877,0.295206,18.381996,1.24825,0.663243,2.357226,0.603972
5.87727E+17,7.91217696,-10.55127303,0.186998,17.574659,1.532473,0.824467,2.978412,0.813506
5.87727E+17,11.32772556,-10.41902584,0.319457,18.755098,1.81303,0.438067,3.388856,0.423386
5.87727E+17,11.506678,-10.47861011,0.128443,17.681318,5.178708,0.202625,9.427968,0.209065
5.87727E+17,11.90103139,-10.44845282,0.187057,17.738394,4.421151,0.271986,12.323704,0.244091
5.87727E+17,13.17235976,-10.36317113,0.197462,17.82049,2.641807,0.489238,5.491037,0.449993
5.87727E+17,13.61868136,-10.48000065,0.068708,17.156446,4.910201,0.649783,13.756866,0.625229
5.87727E+17,8.75199189,-10.18566772,0.219341,17.785494,1.470979,0.671198,2.74977,0.664478
5.87727E+17,10.95736952,-10.03197955,0.172526,17.639629,2.553027,0.804865,6.374694,0.761104
5.87727E+17,13.03738885,-10.00786131,0.377262,19.090298,1.011998,0.806646,1.873953,0.742321
5.87727E+17,13.15465621,-9.9266083,0.421347,19.39324,0.827086,0.86888,1.451733,0.795924
5.87727E+17,14.8139341,-10.01669856,0.328709,18.781467,0.852397,0.877993,1.558352,0.791366
5.87727E+17,5.56569899,-9.72871998,0.377151,20.282381,1.030612,0.106529,1.287303,0.05
5.87727E+17,5.79687955,-9.64533014,0.238718,17.909773,2.613258,0.959383,6.643352,0.937289
5.87727E+17,6.69918344,-9.59851123,0.141898,17.450329,3.012041,0.412449,6.846139,0.385144
5.87727E+17,10.80644549,-9.73514345,0.183632,17.15115,2.488437,0.829896,5.392622,0.808842
5.87727E+17,10.90418953,-9.5737639,0.057872,17.218781,3.340458,0.933958,8.65792,0.940176
5.87727E+17,11.67682313,-9.64938961,0.316946,18.67684,0.820235,0.84253,1.408378,0.795707
5.87727E+17,12.9074029,-9.4974833,0.078238,17.526688,4.076702,0.445924,10.750065,0.425662
5.87727E+17,14.22079686,-9.58598225,0.365617,19.388071,0.948933,0.611833,1.432683,0.579308
5.87727E+17,14.40991654,-9.62784425,0.48279,18.98814,1.915582,0.588411,4.189251,0.551441
5.87727E+17,15.48707319,-9.52343326,0.371162,18.645247,1.004358,0.79067,1.828221,0.794302
5.87727E+17,15.49490645,-9.55388543,0.357422,19.086269,0.778763,0.882191,1.260422,0.854815
5.87727E+17,15.58593227,-9.43395779,0.234548,17.854074,0.990824,0.73845,1.642211,0.760564
5.87727E+17,9.18982752,-9.33246646,1.06876,17.261118,8.21517,0.873171,23.827076,0.882279
5.87727E+17,16.25129721,-9.01617889,0.054129,17.180229,8.278005,0.139634,22.80468,0.112607
5.87727E+17,6.08768068,-8.94134328,0.076569,17.52602,4.637043,0.259191,12.077761,0.227883
5.87727E+17,6.42982019,-8.80741324,0.320003,18.016367,1.298794,0.819593,2.776147,0.822245
5.87727E+17,7.45107517,-8.82169624,0.134599,17.702753,3.52475,0.72645,9.005609,0.704717
5.87727E+17,8.491256,-8.89889784,0.138079,17.82354,1.19913,0.811738,2.047894,0.821973
5.87727E+17,8.73441864,-8.80583379,0.320231,18.297892,1.035966,0.712954,1.964561,0.682676
5.87727E+17,9.1498563,-8.73859743,0.344531,17.868616,1.576108,0.960116,3.723094,0.963496
5.87727E+17,9.42262477,-8.82911298,0.164708,17.729027,3.087422,0.469516,6.374341,0.448107
5.87727E+17,9.71783581,-8.84018897,0.150937,17.295296,2.469267,0.579699,5.93779,0.537013
5.87727E+17,12.83505474,-8.67649719,0.015164,17.193445,8.465573,0.627751,27.192249,0.649948
5.87727E+17,13.03139327,-8.71016658,0.474223,19.366777,1.207681,0.818033,2.037614,0.799949
5.87727E+17,15.69674464,-8.62166161,0.157538,17.826031,2.516801,0.654087,6.355593,0.60006
5.87731E+17,5.91373613,15.06739841,0.017617,17.454971,6.935539,0.904428,22.421173,0.949871
5.87731E+17,14.11017304,-0.59897572,0.09964,17.593424,4.468385,0.349905,10.910459,0.309006
5.87731E+17,5.42563995,-0.20317021,-1.40E-04,20.231619,2.849169,0.3,5.489497,0.207933
5.87731E+17,7.39584926,-0.1861548,0.252149,19.343277,1.979914,0.248912,3.297449,0.179711
5.87731E+17,12.21886826,-0.17775028,0.392242,18.765022,1.235547,0.836492,2.025037,0.727474
5.87731E+17,6.23067233,0.31761886,0.450658,19.137848,1.539947,0.768999,2.90491,0.768222
5.87731E+17,6.66450383,0.29669187,0.156047,17.510296,1.831901,0.524792,2.990211,0.496367
5.87731E+17,7.7404781,0.3676021,0.06837,16.253542,3.231071,0.958336,6.899675,0.953967
5.87731E+17,11.36257299,0.31857036,0.357925,18.518141,1.390623,0.677438,2.981692,0.620429
5.87731E+17,11.7672624,0.31270077,0.070484,17.389114,3.962612,0.567894,10.568124,0.54882
5.87731E+17,13.21132284,0.65819829,0.424286,19.107409,1.180164,0.534111,1.915426,0.518466
5.87731E+17,6.15515706,1.05531432,0.073125,16.662144,4.67556,0.75611,13.378785,0.749948
5.87731E+17,7.75108813,1.24396302,0.078654,16.280748,3.769667,0.898956,8.172839,0.924795
5.87731E+17,8.52206268,1.23458858,0.185931,17.241262,3.023608,0.999823,6.809579,0.946721
5.87731E+17,10.34154475,1.15286685,0.044092,17.487556,2.769433,0.868597,7.604525,0.812489
5.87731E+17,11.32316603,1.15811679,0.391686,18.140963,1.558351,0.761101,2.886738,0.750004
5.87731E+17,11.80195603,1.06398554,0.137161,17.121117,3.589836,0.674587,9.083762,0.638274
5.88016E+17,5.36758614,-1.21168582,0.106722,16.909672,3.963322,0.22029,7.940274,0.174497
5.88016E+17,5.99738052,-1.05206609,0.139154,18.962477,53.708363,0.200003,29.674589,0.997106
5.88016E+17,11.53817415,-1.16039141,0.382736,17.389,1.854323,0.712014,3.56412,0.696761
5.88016E+17,12.74155998,-1.2089053,0.340919,18.981792,1.242249,0.694611,2.199026,0.708769
5.88016E+17,5.68795895,-0.70199593,0.163169,17.262486,3.058698,0.78086,6.729291,0.769009
5.88016E+17,10.2143803,-0.74881746,0.340114,18.044933,2.258438,0.818467,4.240673,0.826145
5.88016E+17,7.8937234,-0.24452667,0.353852,19.183243,0.848418,0.690054,1.340567,0.613414
5.88016E+17,11.16201908,-0.36226008,0.018867,16.865755,8.787214,0.392252,29.673693,0.349649
5.88016E+17,12.08158595,-0.37704156,0.299701,17.762367,2.518571,0.559616,4.893811,0.533526
5.88016E+17,13.33018759,-0.29176419,0.428397,18.785082,1.235032,0.83374,2.274719,0.834745
5.88016E+17,14.15785984,-0.24377196,0.276026,17.764723,2.022321,0.362748,3.497175,0.301757
5.88016E+17,15.54938673,-0.34033806,0.297497,18.048771,1.249164,0.870486,2.305297,0.850828
5.88016E+17,5.68637675,0.05204525,0.238529,17.232841,1.940067,0.675149,3.44236,0.665908
5.88016E+17,5.97947283,0.05102216,0.056443,17.08507,6.163207,0.151551,13.712284,0.12242
5.88016E+17,6.31140264,0.0137287,0.372445,18.301899,0.989996,0.873768,1.650006,0.873661
5.88016E+17,10.88402382,0.17325531,0.108767,17.046675,2.514107,0.489855,4.443609,0.455712
5.88016E+17,11.0303355,0.12136834,0.218675,17.553488,1.849716,0.439232,3.224153,0.408126
5.88016E+17,10.9476418,0.05961951,0.213362,16.946287,3.922328,0.950671,9.891343,0.9494
5.88016E+17,14.17997548,0.11863058,0.071372,16.518427,4.832036,0.609282,12.402036,0.599987
5.88016E+17,14.3298657,0.01112716,0.184242,17.352468,2.286666,0.851306,4.875486,0.815055
5.88016E+17,16.23425539,0.02443932,0.049156,17.068205,7.748697,0.268053,21.73522,0.249937
5.88016E+17,5.35170554,0.54708999,0.083981,17.336765,3.207314,0.869392,7.78282,0.817892
5.88016E+17,7.77876101,0.44456057,0.469787,18.956236,2.006635,0.716865,4.827071,0.694538
5.88016E+17,11.73159007,0.50236294,0.319942,18.491734,1.211277,0.723889,1.941771,0.690049
5.88016E+17,12.0785136,0.60695867,0.133821,17.012186,4.007694,0.499675,9.128768,0.463775
5.88016E+17,13.93729252,0.58823727,0.017993,17.697012,6.809385,0.429485,23.399405,0.365737
5.88016E+17,5.37217522,0.90971343,0.370005,18.559114,0.986418,0.767557,1.537855,0.75314
5.88016E+17,5.99478376,0.92860969,0.372615,18.807804,1.238426,0.740564,2.201111,0.725478
5.88016E+17,6.10212456,0.94409477,0.431432,18.850973,1.014721,0.910835,1.980257,0.857257
5.88016E+17,8.24043229,0.92743261,0.384879,18.839771,1.563786,0.732823,3.149305,0.69938
5.88016E+17,8.53292594,0.86558982,0.317509,18.062838,1.567406,0.741482,3.088483,0.716138
5.88016E+17,9.93057814,0.96064002,0.01398,17.225758,5.661289,0.304567,17.317762,0.249939
5.88016E+17,10.60629459,0.86422308,0.166792,17.531866,2.916621,0.821898,6.374522,0.817163
5.88291E+17,6.40900232,14.83014895,0.234349,17.89143,3.761988,0.559614,9.176931,0.551857
5.88291E+17,5.49524515,15.25105858,0.312156,17.804029,1.902399,0.740436,3.608254,0.799109
5.88291E+17,6.18011618,15.33156914,0.141898,17.912058,4.453444,0.169856,9.594878,0.143158
5.88291E+17,6.22948516,15.69192939,0.185198,17.902729,3.076307,0.395067,7.078603,0.364512
5.87724E+17,21.96505851,13.28325126,0.030622,17.39052,6.97073,0.198154,19.118784,0.171906
5.87724E+17,25.68823323,13.01221457,0.153643,17.408909,2.620217,0.77764,5.12466,0.759779
5.87724E+17,25.84978919,12.94382687,0.462193,19.044146,1.028121,0.770411,1.451309,0.741078
5.87724E+17,19.27593775,13.846158,0.048026,17.17654,4.843122,0.923696,15.348365,0.902297
5.87724E+17,29.42226835,12.90000279,0.553092,19.826998,1.206193,0.708522,1.889313,0.700011
5.87724E+17,17.51046704,14.83790048,0.356807,18.655424,1.480488,0.581802,2.739871,0.561099
5.87724E+17,18.01061364,14.81005822,0.271399,18.033482,1.31634,0.758041,2.694718,0.69591
5.87724E+17,32.74290654,13.50981282,0.155625,17.566236,3.908067,0.29785,9.889425,0.244922
5.87724E+17,18.11110823,15.22396365,0.391998,18.652674,1.770689,0.763842,3.29792,0.722332
5.87724E+17,25.94029019,14.47831664,0.328978,18.080551,1.488482,0.907591,2.513752,0.900058
5.87724E+17,21.16946124,15.35005338,0.426113,18.938992,1.24169,0.815273,2.020124,0.808506
5.87724E+17,24.70042217,15.08038768,0.31928,18.330631,1.48442,0.866342,2.568454,0.916109
5.87724E+17,26.41938893,15.02505718,0.201577,18.099123,2.448959,0.532319,4.851974,0.481828
5.87724E+17,30.41774259,14.59071793,0.366659,17.9823,2.493869,0.743607,5.879309,0.714933
5.87724E+17,33.41376644,14.19079444,0.339551,18.752659,1.227757,0.874245,2.240982,0.872119
5.87724E+17,19.97590408,13.54285916,0.237441,17.934174,2.87965,0.412505,4.790233,0.452127
5.87724E+17,27.69541189,12.99677346,0.356974,18.674381,0.951019,0.785371,1.439626,0.783612
5.87724E+17,24.12283998,14.06233497,0.304175,18.403534,1.483274,0.764842,2.78786,0.768656
5.87724E+17,26.95425443,13.91341075,0.198339,17.239321,2.821045,0.916522,5.796563,0.95996
5.87724E+17,30.2805622,13.4755521,0.123514,17.062796,6.403192,0.213557,14.880732,0.200004
5.87724E+17,32.20018079,13.2059846,0.364244,19.171303,1.858383,0.508969,3.297174,0.461694
5.87724E+17,24.85654636,14.43563321,0.322593,18.330221,0.837044,0.971586,1.514016,0.928738
5.87724E+17,26.45119308,14.23972,0.189118,17.421844,3.876027,0.931271,10.373115,0.922688
5.87724E+17,22.00128014,15.10244369,0.128016,17.352365,3.018324,0.765723,6.375619,0.755934
5.87724E+17,25.05358531,14.88046363,0.324897,18.354542,1.024154,0.999766,1.777486,0.999929
5.87724E+17,27.48633234,14.57188034,0.231375,17.472176,1.851809,0.659852,3.519785,0.624058
5.87724E+17,19.38297441,15.74719628,0.38175,18.914242,1.180115,0.869166,1.845408,0.922851
5.87724E+17,20.57141576,15.53941886,0.133563,17.687777,1.55399,0.614796,2.797874,0.605943
5.87724E+17,20.6370534,15.62612388,3.50E-04,23.573772,3.411196,0.05,3.303277,0.05
5.87724E+17,20.86598923,15.68323909,0.360879,19.156839,0.848325,0.827313,1.281363,0.859777
5.87724E+17,31.66314935,14.63369391,0.419149,19.092926,1.514264,0.605989,2.600409,0.567822
5.87724E+17,31.9481207,14.53175608,0.356684,17.885468,1.910073,0.677794,3.712943,0.657571
5.87724E+17,38.67603612,-8.80896577,0.262587,17.759861,1.052702,0.929097,1.813997,0.928883
5.87724E+17,38.69899949,-8.78472507,0.042527,17.699987,3.260719,0.22804,5.117166,0.203792
5.87724E+17,36.00469109,-8.34587813,0.27409,17.920214,1.257351,0.743116,2.101862,0.705413
5.87724E+17,36.88481984,-8.12015258,0.184193,17.438272,1.980468,0.858858,4.071742,0.810612
5.87724E+17,38.79815689,-8.09477343,0.042149,17.533655,4.322622,0.677535,13.397061,0.639257
5.87724E+17,40.03888365,-7.92146468,0.403714,18.833879,2.295783,0.380919,3.787807,0.371636
5.87724E+17,40.0776675,-7.86898351,0.402573,19.023666,1.436235,0.625851,2.501208,0.581771
5.87724E+17,40.28124761,-7.92466118,0.271195,18.650972,0.745407,0.764178,1.235705,0.749313
5.87724E+17,38.70501292,-7.54678239,0.456281,19.118841,3.003011,0.492743,6.75886,0.433041
5.87724E+17,36.71225978,-7.34057116,0.241535,17.765877,2.13223,0.936469,3.802378,0.953522
5.87727E+17,21.1294829,-10.81941615,0.389275,18.781883,1.012831,0.693347,1.592769,0.676951
5.87727E+17,21.54236607,-10.67230632,0.142501,16.961674,3.13722,0.972395,7.78145,0.940553
5.87727E+17,24.19781325,-10.62429208,0.379935,18.30447,1.215154,0.812422,2.306757,0.772249
5.87727E+17,21.83521281,-10.3348393,0.303242,18.281872,1.037067,0.670416,1.544574,0.610408
5.87727E+17,23.72559824,-10.18782716,0.322935,18.543251,1.051267,0.977089,1.917799,0.942864
5.87727E+17,24.47245862,-10.22300016,0.321927,18.090647,1.255948,0.782805,2.437308,0.758379
5.87727E+17,40.73928342,-8.95854553,0.384621,18.755913,2.343145,0.418761,4.864604,0.385437
5.87727E+17,23.0084766,-9.74342229,0.100605,17.288971,3.09432,0.737601,6.784661,0.710737
5.87727E+17,23.21778432,-9.89536763,0.260897,17.849405,1.848982,0.627195,3.671244,0.623788
5.87727E+17,24.30165446,-9.81421965,0.330702,17.510303,2.386052,0.888311,5.166003,0.907455
5.87727E+17,26.18693504,-9.73500455,0.431852,18.921518,1.872183,0.663306,4.031332,0.675669
5.87727E+17,26.32262022,-9.68227609,0.34379,18.945427,0.783697,0.911334,1.151996,0.929094
5.87727E+17,26.83708655,-9.61725033,0.452148,19.261379,1.821149,0.559979,3.413209,0.498683
5.87727E+17,26.96723492,-9.56201163,0.445578,18.612661,2.290213,0.656786,5.181722,0.637829
5.87727E+17,28.21405601,-9.54003336,0.448414,18.867537,1.202274,0.639865,1.796223,0.621668
5.87727E+17,34.04997498,-9.01122427,0.110786,16.528913,4.84554,0.534216,12.320756,0.527221
5.87727E+17,35.5355628,-9.03997993,0.166431,17.541153,2.371339,0.67272,4.52938,0.692308
5.87727E+17,41.41238854,-8.29730709,0.201639,17.503984,1.555012,0.917188,3.790641,0.892832
5.87727E+17,41.51863116,-8.29252183,0.372548,18.95149,1.190161,0.636222,1.837277,0.603144
5.87727E+17,35.68524046,-8.87281009,0.263525,17.749596,1.532394,0.88765,3.417662,0.881769
5.87727E+17,17.7078218,-9.65374786,0.295373,18.149508,1.016062,0.912322,1.689038,0.874945
5.87727E+17,18.44404807,-9.60449369,0.447698,19.515368,1.250555,0.887818,2.258379,0.811372
5.87727E+17,19.79456019,-9.57831853,0.387818,17.730297,2.127689,0.929128,5.155977,0.866601
5.87727E+17,20.41305933,-9.63760946,-7.33E-05,15.892775,36.319721,0.518523,4.069473,0.99969
5.87727E+17,21.15107379,-9.46384504,0.208344,17.461164,1.399224,0.787199,2.504889,0.763576
5.87727E+17,21.27090757,-9.41374496,0.387538,18.282509,1.822053,0.886146,3.47436,0.999755
5.87727E+17,23.05434115,-9.46320073,0.274343,17.465664,1.933829,0.664035,3.833121,0.647192
5.87727E+17,24.59585568,-9.3207841,0.490632,18.720636,1.540395,0.631339,2.894156,0.686842
5.87727E+17,30.75868254,-9.0102072,0.121028,16.999758,3.978926,0.511998,8.416308,0.519436
5.87727E+17,35.05175938,-8.53972309,0.110192,16.40317,5.192704,0.265464,12.692481,0.219478
5.87727E+17,37.91144751,-8.27801707,0.416781,20.320484,0.828152,0.633347,1.116107,0.685325
5.87727E+17,39.70209499,-8.04936922,5.90E-03,17.107101,7.818946,0.856809,29.668571,0.904367
5.87727E+17,17.26805161,-9.17606402,0.390995,19.011019,1.187573,0.744329,1.944144,0.672809
5.87727E+17,21.5410522,-9.12972515,0.262686,17.299374,3.107266,0.526923,6.498847,0.521032
5.87727E+17,27.79493653,-8.77407224,0.244061,17.747169,3.595111,0.860075,8.281777,0.826709
5.87727E+17,29.87335121,-8.5467452,0.13649,16.519224,3.498183,0.520011,6.316269,0.564398
5.87727E+17,33.37057794,-8.2205939,0.23606,17.260906,2.338679,0.577272,4.993328,0.540859
5.87727E+17,39.34227265,-7.8482859,0.257779,17.779743,1.528061,0.734829,2.952473,0.709859
